datetime,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,station
2013-03-12,122.7916666666667,117.1666666666667,27.5,72.875,1635.291666666667,36.58333333333334,4.600000000000001,1008.808333333333,1.35,0.1208333333333333,1.083333333333333,Aotizhongxin
2013-03-13,16.04166666666667,19.33333333333333,16.25,36.08333333333334,504.1666666666667,71.875,4.929166666666666,1022.475,-10.05,0.0,2.329166666666667,Aotizhongxin
2013-03-14,95.16666666666667,107.2916666666667,51.91666666666666,70.375,1337.291666666667,68.91666666666667,3.816666666666666,1021.4,-3.5875,0.0,1.954166666666667,Aotizhongxin
2013-03-15,212.2916666666667,250.625,75.58333333333333,99.41666666666667,2116.5,44.20833333333334,6.399999999999999,1014.5,-1.066666666666667,0.0,1.420833333333333,Aotizhongxin
2013-03-16,244.875,257.9166666666667,70.125,90.375,2174.6875,66.66666666666667,9.529166666666667,1016.854166666667,0.8833333333333333,0.0,1.695833333333334,Aotizhongxin
2013-03-17,284.5416666666667,309.6666666666667,73.66666666666667,113.875,2558.0,96.54166666666667,10.00833333333333,1001.9375,3.145833333333333,0.0,1.145833333333333,Aotizhongxin
2013-03-18,70.66666666666667,118.0416666666667,19.625,46.16666666666666,866.5833333333334,89.04166666666667,8.383333333333333,1001.220833333333,-9.404166666666667,0.004166666666666667,3.6375,Aotizhongxin
2013-03-19,41.0,49.125,16.5,49.16666666666666,785.4166666666666,19.66666666666667,2.066666666666667,1008.891666666667,-1.329166666666667,0.375,1.916666666666667,Aotizhongxin
2013-03-20,48.91666666666666,47.79166666666666,12.5,41.54166666666666,920.8333333333334,32.08333333333334,1.520833333333333,1017.120833333333,-2.820833333333333,0.3125,2.058333333333333,Aotizhongxin
2013-03-21,148.9583333333333,161.75,21.66666666666667,85.75,1454.041666666667,11.875,3.5875,1004.925,-1.425,0.0,1.65,Aotizhongxin
2013-03-22,90.41666666666667,144.5833333333333,26.04166666666667,70.375,979.125,33.91666666666666,6.304166666666667,1011.558333333333,-4.537500000000001,0.0,2.55,Aotizhongxin
2013-03-23,52.75,88.66666666666667,29.70833333333333,57.625,1312.458333333333,28.20833333333333,4.770833333333333,1008.504166666667,-6.291666666666667,0.0,2.4125,Aotizhongxin
2013-03-24,18.54166666666667,37.625,12.20833333333333,35.5,1300.0,53.596025,5.1125,1016.258333333333,-12.9,0.0,2.691666666666666,Aotizhongxin
2013-03-25,102.25,143.3333333333333,52.5,87.25,1266.625,28.09136666666667,5.15,1015.3,-5.375,0.0,1.916666666666667,Aotizhongxin
2013-03-26,187.4583333333333,251.3333333333333,75.08333333333333,106.2916666666667,1741.270833333333,12.02065833333333,6.8,1007.566666666667,-0.7958333333333334,0.0,1.6625,Aotizhongxin
2013-03-27,91.625,122.9166666666667,23.5625,42.95833333333334,849.9166666666666,41.62939166666667,10.87916666666667,1005.158333333333,-4.570833333333334,0.0,2.845833333333333,Aotizhongxin
2013-03-28,28.33333333333333,54.79166666666666,12.66666666666667,39.83333333333334,595.7916666666666,57.91666666666666,7.879166666666666,1015.566666666667,-10.24166666666667,0.0,2.225,Aotizhongxin
2013-03-29,87.875,140.4166666666667,47.16666666666666,88.5,1608.0625,16.918975,6.208333333333333,1016.279166666667,-5.3,0.0,1.570833333333333,Aotizhongxin
2013-03-30,79.54166666666667,111.1666666666667,62.08333333333334,68.20833333333333,1666.458333333333,33.66666666666666,6.45,1016.820833333333,-2.529166666666667,0.0,1.7375,Aotizhongxin
2013-03-31,174.25,194.0,14.625,72.66666666666667,1333.0,3.0,5.570833333333333,1013.116666666667,2.475,0.0,1.495833333333333,Aotizhongxin
2013-04-01,94.91666666666667,112.5833333333333,17.125,39.08333333333334,1208.166666666667,51.04166666666666,10.45833333333333,1011.704166666667,-4.6875,0.0,3.070833333333333,Aotizhongxin
2013-04-02,99.58333333333333,140.5416666666667,40.0,68.95833333333333,1316.541666666667,53.33594166666666,10.0375,1011.408333333333,-1.495833333333333,0.0,1.916666666666667,Aotizhongxin
2013-04-03,124.1666666666667,204.5833333333333,50.75,87.70833333333333,1454.041666666667,46.0,11.91666666666667,1006.754166666667,0.02916666666666666,0.0,1.829166666666667,Aotizhongxin
2013-04-04,66.66666666666667,110.75,62.125,84.58333333333333,2270.458333333333,19.08333333333333,7.758333333333333,1009.120833333333,-0.09166666666666672,0.3416666666666666,1.554166666666666,Aotizhongxin
2013-04-05,54.66666666666666,49.58333333333334,12.04166666666667,41.08333333333334,1179.041666666667,37.29166666666666,8.520833333333334,1013.283333333333,-0.5125000000000001,0.09999999999999999,2.445833333333333,Aotizhongxin
2013-04-06,11.0,23.08333333333333,7.708333333333333,27.04166666666667,458.3333333333333,58.79166666666666,8.558333333333334,1010.8375,-6.8625,0.0,1.866666666666666,Aotizhongxin
2013-04-07,79.25,126.8333333333333,41.66666666666666,71.875,1254.083333333333,32.70833333333334,8.845833333333333,1002.395833333333,-0.6083333333333333,0.0,1.670833333333333,Aotizhongxin
2013-04-08,25.83333333333333,123.8333333333333,7.625,21.375,450.0,67.54166666666667,9.020833333333334,1007.195833333333,-10.90416666666667,0.0,4.725,Aotizhongxin
2013-04-09,11.79166666666667,28.91666666666667,5.708333333333333,14.41666666666667,408.3333333333333,76.45833333333333,8.049999999999999,1014.604166666667,-9.129166666666666,0.0,3.9625,Aotizhongxin
2013-04-10,12.75,30.0,6.583333333333333,32.45833333333334,500.0,57.32035833333333,7.774999999999999,1014.033333333333,-8.325000000000001,0.0,2.595833333333333,Aotizhongxin
2013-04-11,22.91666666666667,63.70833333333334,10.63686666666667,61.52594166666666,727.0833333333334,39.76418333333333,9.7875,1012.808333333333,-7.933333333333334,0.0,2.145833333333333,Aotizhongxin
2013-04-12,53.83333333333334,135.0416666666667,23.48183333333333,87.80354583333333,804.1666666666666,26.34853333333334,14.7375,1006.7875,-2.195833333333333,0.0,1.991666666666666,Aotizhongxin
2013-04-13,61.58333333333334,136.7916666666667,27.20833333333333,53.5,754.1666666666666,40.95833333333334,17.37916666666667,999.0958333333333,0.1333333333333333,0.0,3.075,Aotizhongxin
2013-04-14,34.875,109.375,13.875,41.5,637.5,58.95833333333334,11.9375,1004.554166666667,-2.829166666666666,0.0,2.395833333333333,Aotizhongxin
2013-04-15,74.70833333333333,181.9583333333333,50.54166666666666,74.29166666666667,1399.833333333333,44.54166666666666,12.72083333333333,997.7291666666666,1.366666666666666,0.0,1.779166666666667,Aotizhongxin
2013-04-16,57.04166666666666,161.0833333333333,33.33333333333334,49.45833333333334,979.0833333333334,61.10416666666666,14.52916666666667,1001.208333333333,0.5875,0.0,2.383333333333333,Aotizhongxin
2013-04-17,47.95833333333334,90.375,20.875,52.70833333333334,683.3333333333334,57.29166666666666,12.35833333333333,1005.9125,-1.095833333333333,0.0,2.095833333333333,Aotizhongxin
2013-04-18,11.04166666666667,42.41666666666666,4.4285,28.932125,352.0833333333333,66.73370833333333,11.02083333333333,1017.204166666667,-11.61666666666667,0.0,2.520833333333333,Aotizhongxin
2013-04-19,49.58333333333334,86.95833333333333,20.70833333333333,56.41666666666666,758.3333333333334,36.29166666666666,6.195833333333333,1018.658333333333,-1.245833333333333,0.0125,2.704166666666667,Aotizhongxin
2013-04-20,69.58333333333333,83.625,11.125,55.125,691.6666666666666,45.91666666666666,8.920833333333333,1015.358333333333,0.7624999999999998,0.0,2.079166666666667,Aotizhongxin
2013-04-21,127.0416666666667,159.625,28.9577,71.17055,995.7916666666666,19.29166666666666,11.87083333333333,1012.3625,3.295833333333333,0.0,2.291666666666667,Aotizhongxin
2013-04-22,172.7083333333333,183.375,46.61233333333333,66.92082916666666,1168.708333333333,30.54166666666667,12.28333333333333,1008.333333333333,6.233333333333333,0.0,1.7,Aotizhongxin
2013-04-23,183.8333333333333,191.7916666666667,28.08333333333333,62.25,1195.75,16.0,11.7875,1005.7,7.670833333333333,0.0,1.358333333333333,Aotizhongxin
2013-04-24,89.04166666666667,116.7916666666667,14.79166666666667,39.58333333333334,887.4583333333334,36.79166666666666,15.35833333333333,1005.204166666667,2.258333333333333,0.0,1.929166666666666,Aotizhongxin
2013-04-25,12.16666666666667,39.08333333333334,5.708333333333333,39.20833333333334,425.0,50.5,14.9125,1007.479166666667,-3.283333333333333,0.0,2.3,Aotizhongxin
2013-04-26,65.125,150.0416666666667,36.25,79.25,1041.625,43.4375,16.1875,1004.45,2.204166666666667,0.0,1.341666666666667,Aotizhongxin
2013-04-27,64.5,128.5,46.53213333333333,68.89655,947.9166666666666,73.67461666666667,17.80416666666667,1005.233333333333,3.7125,0.0,1.4375,Aotizhongxin
2013-04-28,71.95833333333333,118.9166666666667,55.0,60.29166666666666,1616.458333333333,74.16666666666667,16.25416666666667,1004.770833333333,4.391666666666667,0.0,1.2875,Aotizhongxin
2013-04-29,14.625,61.5,6.916666666666667,24.125,356.25,79.73664166666667,20.11666666666667,1006.45,-2.975,0.0,2.254166666666667,Aotizhongxin
2013-04-30,17.79166666666667,54.45833333333334,7.5,43.5,379.1666666666667,65.04166666666667,20.71666666666667,1008.270833333333,-3.4625,0.0,1.583333333333333,Aotizhongxin
2013-05-01,35.125,91.25,20.5,47.875,564.5833333333334,69.08333333333333,17.40416666666667,1009.470833333333,2.45,0.0,1.954166666666667,Aotizhongxin
2013-05-02,80.91666666666667,127.375,44.29166666666666,64.08333333333333,999.9166666666666,92.25,19.22916666666667,1006.316666666667,5.170833333333333,0.0,1.75,Aotizhongxin
2013-05-03,85.16666666666667,75.66666666666667,27.375,30.375,670.8333333333334,104.5833333333333,18.12916666666667,1011.191666666667,7.233333333333333,0.0,2.079166666666667,Aotizhongxin
2013-05-04,101.9583333333333,121.4166666666667,29.54166666666667,37.20833333333334,637.5,92.54166666666667,18.77916666666667,1010.770833333333,8.933333333333334,0.0,1.8625,Aotizhongxin
2013-05-05,197.4166666666667,241.875,47.54166666666666,72.16666666666667,1366.625,78.375,20.5875,1010.6,11.99166666666667,0.0,1.433333333333333,Aotizhongxin
2013-05-06,221.375,253.7916666666667,34.83333333333334,50.25,1406.208333333333,111.06785,22.93333333333333,1008.679166666667,13.175,0.0,1.525,Aotizhongxin
2013-05-07,178.6666666666667,230.75,51.79166666666666,85.79166666666667,1404.083333333333,92.375,23.24166666666666,1009.2,12.43333333333333,0.0,1.458333333333333,Aotizhongxin
2013-05-08,130.0416666666667,160.0833333333333,73.125,65.04166666666667,1397.833333333333,75.1459125,20.07083333333333,1008.229166666667,12.65,0.02916666666666666,1.620833333333333,Aotizhongxin
2013-05-09,52.0,68.16666666666667,21.83333333333333,62.875,497.9166666666667,44.41666666666666,17.6875,1004.0125,12.05,0.0,1.091666666666667,Aotizhongxin
2013-05-10,50.95833333333334,98.79166666666667,16.58333333333333,59.5,545.8333333333334,57.08333333333334,21.38333333333334,996.0833333333334,4.891666666666667,0.0,2.329166666666667,Aotizhongxin
2013-05-11,43.08333333333334,133.1666666666667,20.66666666666667,71.16666666666667,522.9166666666666,44.12139166666666,22.79583333333333,990.0333333333333,3.054166666666667,0.0,1.704166666666667,Aotizhongxin
2013-05-12,36.0,105.7083333333333,22.91666666666667,63.41666666666666,520.8333333333334,57.79166666666666,22.23333333333333,994.4916666666667,1.5375,0.0,1.383333333333334,Aotizhongxin
2013-05-13,85.83333333333333,181.9166666666667,69.79166666666667,87.58333333333333,1595.625,69.29166666666667,21.1125,996.7916666666666,6.604166666666667,0.0,1.3875,Aotizhongxin
2013-05-14,49.08333333333334,121.0,20.79166666666667,50.45833333333334,687.4166666666666,80.04166666666667,23.0375,1002.5375,5.991666666666667,0.0,1.833333333333333,Aotizhongxin
2013-05-15,63.20833333333334,161.0,64.79166666666667,65.70833333333333,1383.25,95.95833333333333,21.99166666666666,1010.441666666667,8.341666666666667,0.0,1.4875,Aotizhongxin
2013-05-16,133.3541666666667,118.0833333333333,34.41666666666666,61.45833333333334,860.375,88.06925,21.20416666666667,1010.975,11.15833333333333,0.0,1.604166666666667,Aotizhongxin
2013-05-17,105.3333333333333,138.9166666666667,33.5,53.33333333333334,1233.125,89.0,20.7875,1005.9375,13.42916666666667,0.0,1.55,Aotizhongxin
2013-05-18,119.5416666666667,154.7916666666667,20.83333333333333,52.54166666666666,1104.041666666667,68.70833333333333,20.73333333333333,1000.491666666667,15.1875,0.0,2.266666666666667,Aotizhongxin
2013-05-19,56.20833333333334,172.2916666666667,11.45833333333333,26.33333333333333,512.5,58.43095833333334,20.62083333333333,995.0958333333333,4.983333333333333,0.0,3.075,Aotizhongxin
2013-05-20,38.95833333333334,145.4583333333333,21.0,50.25,399.4035388127854,71.63108333333334,20.83333333333333,995.0124999999999,3.320833333333333,0.0,3.25,Aotizhongxin
2013-05-21,97.08333333333333,238.75,44.70833333333334,78.58333333333333,770.9383561643835,95.09587499999999,22.20416666666667,994.0208333333334,11.50416666666667,0.0,1.391666666666667,Aotizhongxin
2013-05-22,59.70833333333334,141.5416666666667,42.66666666666666,76.5,1296.63698630137,83.3952,22.20833333333333,1004.916666666667,9.933333333333334,0.0,1.166666666666667,Aotizhongxin
2013-05-23,62.41666666666666,139.25,36.08333333333334,96.04166666666667,1752.312785388128,72.01185,22.65833333333333,1004.604166666667,10.86666666666667,0.0,1.025,Aotizhongxin
2013-05-24,103.9583333333333,177.25,20.70833333333333,75.29166666666667,1462.416666666667,56.625,23.76666666666667,1006.366666666667,13.85416666666667,0.0,1.379166666666667,Aotizhongxin
2013-05-25,59.79166666666666,121.2083333333333,31.04166666666667,62.45833333333334,879.1666666666666,87.41666666666667,24.35,1004.904166666667,14.09583333333333,0.0,1.366666666666666,Aotizhongxin
2013-05-26,97.33333333333333,118.5833333333333,12.0,55.625,1366.458333333333,19.375,21.0375,1003.229166666667,17.39166666666667,0.025,1.3375,Aotizhongxin
2013-05-27,67.29166666666667,83.0,7.166666666666667,53.625,787.5,32.4375,18.77083333333333,1002.120833333333,16.42083333333333,0.1083333333333333,1.095833333333333,Aotizhongxin
2013-05-28,70.41666666666667,87.125,3.375,70.08333333333333,929.125,18.33333333333333,19.64166666666667,1000.1125,16.15416666666667,0.07916666666666666,1.725,Aotizhongxin
2013-05-29,15.125,57.95833333333334,5.375,31.5,275.0,76.66666666666667,23.99583333333333,1003.866666666667,4.274999999999999,0.0,2.6125,Aotizhongxin
2013-05-30,55.16666666666666,139.4583333333333,20.75,81.54166666666667,631.25,98.08560833333333,24.90833333333333,1000.5125,8.758333333333333,0.0,2.45,Aotizhongxin
2013-05-31,94.70833333333333,158.5,32.25,52.83333333333334,818.75,128.2671583333333,24.2625,997.0124999999999,15.6625,0.0,1.758333333333334,Aotizhongxin
2013-06-01,69.95833333333333,123.0,9.25,61.04166666666666,570.8333333333334,78.25,24.675,1000.954166666667,9.8375,0.0,1.3,Aotizhongxin
2013-06-02,153.7083333333333,183.875,15.375,67.70833333333333,1545.75,72.33333333333333,21.95833333333333,999.1875,16.45,0.0,1.129166666666667,Aotizhongxin
2013-06-03,118.4583333333333,156.2083333333333,14.54166666666667,78.75,1266.583333333333,111.4166666666667,24.99166666666666,999.3791666666666,15.93333333333333,0.0,1.058333333333333,Aotizhongxin
2013-06-04,123.3333333333333,166.8333333333333,13.0,88.58333333333333,1670.666666666667,59.875,20.56666666666667,1006.175,16.97916666666667,0.5833333333333334,1.341666666666667,Aotizhongxin
2013-06-05,122.7916666666667,118.0,3.0,55.54166666666666,1537.291666666667,22.16666666666667,18.95,1006.458333333333,18.125,0.2916666666666667,0.9249999999999999,Aotizhongxin
2013-06-06,126.7916666666667,136.9583333333333,3.75,58.54166666666666,2270.375,11.20833333333333,19.2375,1004.766666666667,18.24583333333333,0.0125,0.9,Aotizhongxin
2013-06-07,121.6666666666667,131.5416666666667,5.791666666666667,67.875,2253.708333333333,5.833333333333333,20.12916666666667,1003.029166666667,19.12916666666667,0.7791666666666667,0.9166666666666666,Aotizhongxin
2013-06-08,169.9166666666667,197.2916666666667,7.458333333333333,81.16666666666667,2528.916666666667,7.666666666666667,19.87083333333333,1002.229166666667,19.3875,0.08333333333333333,0.8875000000000001,Aotizhongxin
2013-06-09,47.875,54.66666666666666,5.726133333333333,65.57535,954.0833333333334,22.12084166666667,17.80416666666667,1005.075,17.12083333333333,0.5625,1.475,Aotizhongxin
2013-06-10,23.45833333333333,36.41666666666666,5.125,70.08333333333333,537.5,42.20833333333334,20.59166666666667,1006.929166666667,15.22916666666667,0.004166666666666667,0.9916666666666667,Aotizhongxin
2013-06-11,62.45833333333334,88.95833333333333,5.75,88.25,545.8333333333334,58.91666666666666,20.91666666666667,1002.920833333333,15.40416666666667,0.3083333333333333,1.429166666666666,Aotizhongxin
2013-06-12,60.125,71.70833333333333,13.83333333333333,69.08333333333333,824.9583333333334,106.2916666666667,21.34583333333333,1002.333333333333,15.35833333333333,0.004166666666666667,1.395833333333333,Aotizhongxin
2013-06-13,112.7083333333333,139.375,32.29166666666666,84.58333333333333,1199.791666666667,129.625,23.97083333333333,1002.754166666667,16.5625,0.0,1.454166666666667,Aotizhongxin
2013-06-14,109.9583333333333,160.25,33.875,78.95833333333333,804.1666666666666,154.8333333333333,26.2,1002.420833333333,14.2875,0.0,1.966666666666667,Aotizhongxin
2013-06-15,126.5833333333333,186.75,37.83333333333334,109.0,1345.708333333333,100.0416666666667,25.4,1001.529166666667,16.6125,0.0,1.108333333333333,Aotizhongxin
2013-06-16,172.8333333333333,184.0833333333333,36.875,91.08333333333333,1808.083333333333,36.5625,22.36666666666666,998.2666666666668,19.06666666666667,0.04166666666666666,1.266666666666667,Aotizhongxin
2013-06-17,43.58333333333334,57.33333333333334,8.5,56.0,562.4583333333334,86.125,25.86666666666666,996.0500000000001,17.65416666666667,0.0,1.3375,Aotizhongxin
2013-06-18,48.125,99.29166666666667,14.41666666666667,90.875,641.6666666666666,79.97916666666667,27.12083333333333,992.2375000000001,17.46666666666667,0.0,1.508333333333334,Aotizhongxin
2013-06-19,52.41666666666666,84.66666666666667,18.97603333333333,59.1893,735.2708333333334,114.2062708333333,28.4875,997.1291666666666,17.17083333333333,0.0,1.116666666666667,Aotizhongxin
2013-06-20,56.20833333333334,92.875,20.27863333333334,97.48921250000001,364.3880208333333,55.0076625,25.85,1001.820833333333,19.575,0.0,0.8541666666666666,Aotizhongxin
2013-06-21,50.91666666666666,102.0833333333333,13.1376,81.452775,512.7604166666666,75.0012375,25.39583333333333,1003.820833333333,18.91666666666667,0.0,1.7875,Aotizhongxin
2013-06-22,50.04166666666666,64.16666666666667,3.6176,62.4881875,750.2604166666666,32.3129625,21.22916666666667,1002.875,19.48333333333333,0.2375,1.183333333333333,Aotizhongxin
2013-06-23,57.0,62.70833333333334,8.7822,63.42059166666667,987.7604166666669,102.896325,25.70833333333333,998.2583333333333,18.04583333333333,0.0,1.408333333333333,Aotizhongxin
2013-06-24,109.625,126.8333333333333,8.6989,60.14434583333334,1225.260416666667,116.5605,24.45416666666667,996.7624999999999,20.31666666666667,0.2208333333333333,1.295833333333333,Aotizhongxin
2013-06-25,117.9583333333333,112.375,14.55965,60.83723333333333,1462.760416666667,34.3538125,21.96666666666667,994.85,20.75416666666667,0.04583333333333334,1.0875,Aotizhongxin
2013-06-26,151.6875,148.5416666666667,11.08485,59.57977083333333,1700.260416666667,102.122825,26.03333333333333,991.5958333333333,21.54583333333333,0.0,1.5375,Aotizhongxin
2013-06-27,84.54166666666667,111.0,11.9357,68.81827083333333,1937.760416666667,110.74809375,27.81666666666667,992.5583333333334,19.27083333333333,0.0,1.554166666666666,Aotizhongxin
2013-06-28,318.0,329.4583333333333,32.14598333333333,75.95463333333333,2369.0390625,60.51258958333333,25.20416666666667,995.5749999999999,22.01666666666667,0.7083333333333334,1.125,Aotizhongxin
2013-06-29,101.8333333333333,106.7916666666667,10.29166666666667,61.33333333333334,1503.916666666667,40.33333333333334,22.69166666666667,998.8625000000001,21.23333333333333,0.0375,1.058333333333333,Aotizhongxin
2013-06-30,221.5416666666667,227.4583333333333,18.91666666666667,70.54166666666667,2437.125,29.0,24.78333333333333,998.1625,23.09166666666667,0.0,0.7999999999999999,Aotizhongxin
2013-07-01,174.9166666666667,146.8958333333333,18.90393333333333,72.6846625,2101.770833333333,7.224179166666667,24.85,993.4625,23.32083333333334,1.625,1.375,Aotizhongxin
2013-07-02,13.79166666666667,28.08333333333333,4.708333333333333,43.95833333333334,374.9583333333333,75.29166666666667,28.625,989.9875000000001,18.35833333333333,0.425,2.029166666666667,Aotizhongxin
2013-07-03,26.91666666666667,80.5,8.416666666666666,72.29166666666667,504.1666666666667,61.66666666666666,29.25416666666667,990.0458333333332,20.20416666666667,0.0,0.9166666666666666,Aotizhongxin
2013-07-04,21.66666666666667,64.45833333333333,6.666666666666667,57.29166666666666,400.0,68.25,27.74166666666666,988.9083333333333,19.05,0.1375,1.095833333333333,Aotizhongxin
2013-07-05,19.79166666666667,47.625,5.416666666666667,45.91666666666666,350.0,85.70833333333333,29.01666666666667,992.7041666666668,18.97083333333333,0.0,1.654166666666667,Aotizhongxin
2013-07-06,57.125,134.6666666666667,13.70833333333333,59.20833333333334,766.6666666666666,124.5416666666667,28.93333333333333,995.4583333333334,20.29166666666667,0.3666666666666667,2.2,Aotizhongxin
2013-07-07,88.29166666666667,110.0,9.0,42.16666666666666,722.875,128.6666666666667,26.89583333333333,994.7375000000001,23.2375,0.1541666666666667,1.175,Aotizhongxin
2013-07-08,98.41666666666667,90.20833333333333,6.125,54.83333333333334,804.1666666666666,84.16666666666667,24.97083333333333,996.8874999999999,23.74583333333333,1.220833333333333,0.9083333333333333,Aotizhongxin
2013-07-09,88.41666666666667,74.72916666666667,6.541666666666667,60.875,820.8333333333334,26.125,24.0375,997.7708333333334,23.48333333333333,0.4416666666666667,0.9708333333333333,Aotizhongxin
2013-07-10,31.25,42.33333333333334,3.708333333333333,53.83333333333334,535.4166666666666,18.29166666666667,22.89583333333333,999.8291666666668,21.94166666666667,0.2333333333333333,0.7374999999999999,Aotizhongxin
2013-07-11,34.41666666666666,53.25,4.2436,57.924,573.5294117647059,29.00458333333333,24.5,1000.670833333333,21.4125,0.0,0.9458333333333333,Aotizhongxin
2013-07-12,68.33333333333333,84.125,6.130300000000001,55.20137500000001,713.9705882352941,100.0110375,26.55416666666666,1000.291666666667,22.175,0.0,1.495833333333333,Aotizhongxin
2013-07-13,129.4583333333333,115.875,9.333333333333334,47.79166666666666,1095.833333333333,107.5416666666667,27.7,1001.3875,23.64166666666667,0.0,1.145833333333333,Aotizhongxin
2013-07-14,100.7083333333333,98.54166666666667,16.04166666666667,46.875,945.8333333333334,85.95833333333333,26.8,1001.95,22.3,0.5708333333333333,1.2375,Aotizhongxin
2013-07-15,48.25,32.25,3.708333333333333,52.58333333333334,1191.666666666667,7.0,23.75,993.75,23.5,2.254166666666667,0.75,Aotizhongxin
2013-07-16,23.04166666666667,31.95833333333333,4.666666666666667,41.375,477.0833333333333,52.25,27.02916666666667,994.625,17.35,0.004166666666666667,1.804166666666666,Aotizhongxin
2013-07-17,41.54166666666666,82.66666666666667,12.95833333333333,59.91666666666666,600.0,84.45833333333333,26.93333333333333,999.6416666666668,18.575,0.0,1.4875,Aotizhongxin
2013-07-18,145.6666666666667,131.3333333333333,16.5,53.58333333333334,1429.166666666667,75.875,26.27083333333333,998.7708333333334,22.35416666666667,0.0,1.458333333333333,Aotizhongxin
2013-07-19,130.2083333333333,123.4583333333333,10.375,49.79166666666666,812.5,95.79166666666667,26.67916666666666,996.8249999999999,21.98333333333333,0.0,1.191666666666667,Aotizhongxin
2013-07-20,79.66666666666667,98.04166666666667,6.75,49.58333333333334,704.1666666666666,85.58333333333333,27.90833333333333,998.4499999999999,20.55833333333333,0.0,1.254166666666667,Aotizhongxin
2013-07-21,76.375,106.5,8.708333333333334,57.79166666666666,766.6666666666666,83.70833333333333,26.8,999.3666666666667,21.8125,0.0,1.2125,Aotizhongxin
2013-07-22,85.5,125.7083333333333,16.0227,62.20679583333333,1066.666666666667,89.58749999999999,26.4125,998.525,21.09166666666667,0.0,1.016666666666667,Aotizhongxin
2013-07-23,40.91666666666666,73.5,8.5,35.58333333333334,439.5833333333333,102.5500916666667,26.95416666666667,994.5041666666666,19.8375,0.0,2.0625,Aotizhongxin
2013-07-24,35.91666666666666,65.29166666666667,9.333333333333334,50.0,437.5,58.04166666666666,29.46666666666667,994.3708333333334,19.09583333333333,0.0,1.220833333333333,Aotizhongxin
2013-07-25,31.04166666666667,81.04166666666667,12.0,49.375,589.5833333333334,89.85229166666666,29.67916666666666,996.025,19.82916666666667,0.0,1.329166666666667,Aotizhongxin
2013-07-26,51.25,79.58333333333333,27.875,65.08333333333333,1520.833333333333,13.0,25.23333333333333,997.8125,21.75,0.09583333333333334,1.1375,Aotizhongxin
2013-07-27,105.8333333333333,87.16666666666667,5.666666666666667,67.66666666666667,1291.666666666667,14.45833333333333,25.05833333333333,995.1458333333334,23.35416666666667,0.03333333333333333,0.7374999999999999,Aotizhongxin
2013-07-28,69.91666666666667,58.20833333333334,6.666666666666667,53.64583333333334,1143.75,70.375,29.2125,994.5458333333332,22.4625,0.0,1.1625,Aotizhongxin
2013-07-29,58.91666666666666,98.41666666666667,5.375,81.58333333333333,825.0,48.125,28.2625,994.4125,23.6875,0.0,1.125,Aotizhongxin
2013-07-30,114.9166666666667,131.3333333333333,7.458333333333333,60.25,929.1666666666666,117.1666666666667,28.75833333333334,991.9708333333333,23.37083333333333,0.6124999999999999,1.358333333333333,Aotizhongxin
2013-07-31,43.79166666666666,65.66666666666667,6.333333333333333,47.39583333333334,502.0833333333333,111.625,26.01666666666667,994.1916666666666,22.5125,0.9333333333333332,1.445833333333334,Aotizhongxin
